"BuildingAge","BuildingHeight","Insulation","AverageTemperature","SunlightExposure","WindSpeed","OccupancyRate","HeatingLoad"
16.35,15.99,1,20.73,106.18,2.03,0.34,224.86
28.31,25.88,1,19.31,205.65,3.46,0.68,269.22
16.22,5.68,1,17.95,107.95,2.41,0.94,200.63
8.6,6.4,0,17.59,230.15,1.95,0.39,193.75
26,21.62,1,17.48,104.5,3.35,0.76,256.59
8.07,82.32,0,19.73,315.94,4.63,0.14,581.01
22.01,40.25,0,20.83,1018.55,4.28,0.58,294.64
15.23,19.37,0,19.68,223.51,6.68,0.78,239.05
16.99,18.2,1,17.58,230.91,0.55,0.46,225.56
36.93,16.93,0,16.42,129.4,5.5,0.26,266.42
39.56,5.83,1,17.14,59.85,3.49,0.34,235.95
15.53,50.94,1,20.19,401.99,2.74,0.73,360.67
31.76,19.61,0,21.95,125.91,4.66,0.32,257.4
12.97,19.24,1,12.48,482.78,5.68,0.05,234.12
26.1,37.55,0,18.05,474.19,0.56,0.22,302.57
15.24,10.9,0,17.32,94.12,5.29,0.47,222.51
12.19,66.88,0,14.71,602.8,2.68,0.35,457.49
19.52,49.78,1,20.23,553.79,1.66,0.48,350.19
13.45,8.84,0,16.47,351.68,4.63,0.47,210.67
42.1,32.02,0,26.91,861.41,0.63,0.67,272.56
18.81,15.15,1,15.3,155.69,2.63,0.13,231.39
17.95,30.77,0,26.8,699.2,4.62,0.81,256.55
25.23,19.58,0,13.74,766.75,2.03,0.93,238.16
31.67,6.17,1,18.18,104.79,6.15,0.66,225.59
14.65,25.27,1,12.6,58.82,3.65,0.4,264.9
42.06,30.4,0,15.87,449.77,2.37,0.79,302.02
26.94,7.82,0,15.31,41.65,5.7,0.56,236.69
25.16,30.77,0,21.69,341.01,1.99,0.75,275.6
14.03,11.87,1,20.68,50.56,1.76,0.46,209.6
18.89,44.38,1,20.2,269.41,2.67,0.55,328.23
18.72,10.32,0,10.78,53.98,3.86,0.24,234.79
13.14,6.14,0,22,124.23,5.97,0.41,201.07
30.45,15.72,1,17.89,153.69,12.24,0.69,253.46
45.16,22.56,0,9.34,77.37,1.29,0.36,297.09
38.96,5.63,1,18.64,46.09,5.3,0.68,234.86
29.22,17.03,1,17,148.71,7.01,0.42,252.93
37.65,24.06,1,20.36,322.22,7.97,0.42,276.64
54.89,14.51,1,15.63,249.48,4.07,0.3,274.18
53.28,19.73,1,17.62,294.28,6.85,0.56,288.57
15.22,34.9,0,16,489.06,8.53,0.64,302.68
14.26,11.19,1,21.49,68.13,7.04,0.32,213.8
13.25,13.07,1,23.69,27.13,18.91,0.31,232.55
19.02,5.41,1,11.74,14.92,2.04,0.83,220.09
19.34,16.07,0,17.02,320.23,3.57,0.69,232.42
29.76,16.92,0,23.21,580.77,5.33,0.51,234.52
21.45,22.96,1,18.53,68.74,5.43,0.74,256.47
19.82,22.82,1,21.63,28.6,2.85,0.31,251.99
8.48,11.58,0,21.46,218.12,6.22,0.66,206.59
40.2,52.87,1,15.19,547.29,5.08,0.44,407.72
17.75,7.14,1,16.62,78.24,4.61,0.87,212.45
28.19,32.38,1,8.11,598.67,6.86,0.29,307.04
22.47,10.79,1,17.97,151.46,3.63,0.56,218.74
19.09,14.65,1,9.17,484.01,5.21,0.31,233.19
12.92,10.38,0,11.63,137.35,5.14,0.58,226.14
36.77,9.09,1,23.92,119.8,4.58,0.65,229.24
20.25,4.27,0,20.97,198.86,2.3,0.74,201.23
10.85,5.57,1,15.18,107.7,6.92,0.62,210.25
10.56,45.19,1,13.42,375.73,3.67,0.6,331.63
18.58,21.72,1,17.88,90.37,1.9,0.67,245.74
17.55,6.53,1,21.73,202.37,6.01,0.84,201.68
24.01,11.03,0,14.38,29.6,4,0.71,238.26
55.81,10.19,0,17.87,76.15,5.09,0.54,267.94
17.2,8.36,0,19.79,122.31,1.85,0.46,204.23
14.94,18.55,0,15.44,109.06,5.53,0.49,245.73
60.59,13.81,1,16.96,96.64,1.41,0.8,281.11
17.05,4.44,0,16.44,48.32,9.76,0.62,222.55
13.82,57.08,1,16.71,649.71,5.14,0.3,387.89
28.73,18.9,1,20.68,51.97,1.04,0.15,250.61
27.67,37.86,1,22.55,905.95,5.17,0.62,291.85
5.57,64.79,1,18.86,511.36,7.6,0.17,434.66
18.25,19.71,1,21.05,945.07,6.31,0.54,215.94
32.13,17.8,1,12.93,124.55,5,0.24,261.42
24.78,5.91,1,12.43,230.22,5.5,0.41,223.49
19.41,11.15,0,14.83,4.98,2.93,0.14,234.47
15.48,33.91,0,19.48,88.5,4.46,0.47,295.46
14.22,17.23,1,14.18,630.61,6.45,0.8,227.97
13.81,13.72,0,18.75,75.41,1.14,0.64,219.32
35.02,24.65,1,19.99,43.07,4.5,0.26,279.4
13.27,20.05,0,22.18,352.89,5.23,0.25,227.23
30.46,42.79,1,20.49,486.64,7.3,0.29,338.7
9.18,60.74,1,20.16,665.59,3.77,0.82,404.32
37.73,17.66,1,19.54,213.98,5.06,0.78,255.32
17.23,17.07,1,22.86,444.7,2.45,0.25,210.37
11.2,12.24,1,15.59,48.21,7.69,0.74,222.27
18.89,24.09,0,19.38,359.64,2.59,0.15,248.1
14.82,15.69,1,24.35,517.79,2.86,0.25,205.36
13.31,5.18,1,24.13,189.96,2.77,0.55,187.97
22.83,13.14,0,19.27,101.64,1.49,0.23,226.83
16.11,14.66,0,18.78,183.34,3.26,0.05,222.4
44.68,3.84,1,17.28,227.65,6.76,0.97,240.52
16.18,9.95,1,19.09,488.01,6.21,0.8,205.82
20.1,16.97,0,19.24,531.94,3.1,0.09,225.1
16.1,10.36,1,25.03,61.06,4.61,0.71,204.65
14.82,21.63,1,17.89,196.03,4.64,0.35,245.05
12.33,11.52,0,18.49,330.68,0.79,0.32,203.5
26.67,14.04,1,14.64,44.14,0.2,0.75,234.84
19.34,18.96,0,20.12,62.33,0.38,0.65,234.33
29.4,7.11,1,21.83,105.06,1.44,0.54,215.35
37.32,73.67,1,29.28,698.76,2.18,0.77,506.57
17.15,15.53,1,18.61,78.84,4.21,0.21,228.46
14.74,67.35,1,19.88,561.64,1.6,0.54,454.43
31.17,6.99,1,22.79,258.39,0.57,0.27,208.76
16.52,28.22,0,16.25,124.08,3.22,0.07,273.97
29.39,6.78,0,19.87,145.32,0.73,0.67,218.35
26,7.25,1,18.59,141.49,4.55,0.43,217.52
20.79,55.94,1,22.26,342.36,2.2,0.6,397.58
9.25,7.39,1,20.86,48.04,2.05,0.71,194.1
20.45,26.49,0,21.04,122.94,3.39,0.39,264.28
34.53,16.18,1,17.06,77.86,1.25,0.67,248.26
16.62,13.52,1,19.86,30.77,6.77,0.09,229.38
7.68,63.26,0,12.97,731.62,2.84,0.51,427.27
19.02,14.79,1,25.84,121.42,4.17,0.46,219.56
11.24,5.69,0,16.02,73.9,4.16,0.17,205.87
8.71,9.39,1,22.73,213.54,1.42,0.41,187.86
10.61,12.21,0,10.71,145.09,3.66,0.78,223.24
44.16,41.26,1,25.62,567.07,5.72,0.63,337.07
25.8,18.34,1,14.18,371.96,2.18,0.45,245.89
14.55,16.48,1,12.48,71.77,8.18,0.69,242.58
9.97,32.31,0,19.17,692.85,3.79,0.14,262.08
11.55,17.65,1,12.5,188.37,6.73,0.22,236.58
30.54,8.66,1,16.68,44.65,10.12,0.82,235.95
32.25,55.73,0,16.07,766.76,8.32,0.56,415.88
29.23,13.48,1,21.05,260.64,0.42,0.34,223.28
4.8,15.92,1,19.89,126.6,3.12,0.6,208.8
14.92,18.09,1,13.1,109.5,2.29,0.79,237.32
15.3,13.48,1,17.16,70.32,7.74,0.15,229.26
11.56,15.74,0,12.54,38.1,5.95,0.86,239.59
34.95,7.03,1,20.24,76.32,5.7,0.33,230.99
14.48,17.3,1,11.96,111.81,2.53,0.17,234.69
12.73,7.33,0,22.77,16.39,3.49,0.43,198.93
11.07,51.37,1,15.33,392.86,2.08,0.48,365.78
15.52,5.14,1,19.84,83.38,6,0.89,201.33
24.18,13.95,1,26.21,162.8,3.37,0.54,216.72
15.52,16.35,1,19.94,90.37,6.95,0.73,232.51
35.8,50.52,1,16.04,539.38,3.17,0.51,384.92
9.06,5.15,0,18.61,110.65,2.67,0.17,199.17
26.08,6.53,1,13.79,83.71,0.9,0.26,218.13
18.42,13.93,1,12.5,82.73,4.58,0.64,233.78
16.66,6.97,1,17.02,134.96,5.6,0.78,210.86
19.1,44,1,22.74,679.42,1.82,0.93,313
28.18,17.49,0,16.8,547.39,3.45,0.35,241.62
14.25,86.74,1,20.85,909.37,9.87,0.05,592.21
9.6,19.02,0,10.45,82.18,7.13,0.71,249.87
9.95,4.91,0,13.47,39.02,5.85,0.35,205.47
16,36.16,1,10.69,652.31,3.05,0.05,291.01
27.22,14.35,0,11.15,221.37,3.66,0.65,249.59
14.62,50.6,1,21.16,595.16,5.38,0.28,354.78
25.56,22.02,1,20.56,740.14,5.54,0.6,238.16
18.88,8.37,0,12.78,137.97,4.73,0.54,226.05
12.46,68.35,1,8.56,797.43,4.48,0.97,466.48
81.73,4.47,1,21.37,235.43,6.51,0.51,281.32
30.73,22.33,0,15.76,505.32,6.83,0.63,268.12
13.6,17.4,1,17.18,68.68,3.57,0.25,228.36
20.09,11.83,0,21.02,388.37,2.42,0.37,205.52
34.46,11.71,1,21.37,167.31,2.66,0.39,228.35
10.77,10.25,0,14.88,156.49,6.41,0.58,220.46
18.52,5.19,1,21.03,58.66,7.57,0.1,206.85
33.12,57.32,1,13.84,367.21,1.06,0.44,429.85
28.59,19.8,0,11.23,655.67,7.78,0.4,264.03
11.82,18.05,0,16.36,50.65,3.27,0.21,233.87
16.92,5.28,1,16.5,213.81,4.26,0.26,201.78
29.91,14.04,1,23.25,117.49,4.74,0.36,233.17
40.25,23.57,0,13.51,115.09,1.66,0.3,290.43
14.56,32.25,0,15.05,610.71,5.69,0.34,274.26
22.42,3.68,0,14.78,203.07,9.43,0.72,229.48
35.18,8.41,1,12.38,38.77,6.45,0.42,248.22
20.02,16.18,1,10.9,21.52,5.71,0.64,252.62
20.46,11.08,1,24,227.37,2.7,0.31,206.4
33.47,6.54,1,11.34,197.04,3.89,0.32,238.02
15.09,35.06,1,6.86,127.61,3.09,0.62,311.18
13.91,15.63,0,15.41,155.78,6.13,0.32,239.36
16.63,18.27,0,12.07,87.61,0.88,0.6,245.88
23.07,40.3,1,16.7,788.79,4.19,0.76,305.78
26.25,10.62,1,19.93,56.42,5.61,0.67,230.96
9.84,8.18,0,24.23,172.45,5.35,0.74,199.02
9.74,27.35,1,15.82,79.46,8.59,0.53,268.67
22.92,40.81,0,25.35,553.52,7.83,0.92,316.98
58.24,15.46,1,22.7,63.59,2.91,0.68,273.55
54.88,6.18,1,18.1,18.1,7.44,0.81,262.36
28.17,16.82,0,15.69,307.04,7.45,0.5,252.44
23.86,10.73,1,13.46,113.21,4.78,0.72,234.14
15.9,67.31,1,23.51,651.24,1.8,0.86,444.15
35.37,6.31,1,21.33,45.53,5.67,0.36,227.42
9.68,18.04,1,18.43,339.26,7.36,0.55,228.01
31.94,22.65,1,15.64,264.05,3.04,0.17,266.53
15.09,5.21,1,13.24,230.35,4.79,0.56,206.79
24.69,6.21,0,18.24,92.07,5.96,0.38,225.44
41.97,35.83,0,16.5,521.6,1.45,0.16,320.45
17.21,36.68,1,11.71,734.84,2.17,0.72,291.18
6.14,8.27,0,23.28,234.68,10.28,0.39,201.63
22.73,6.55,1,33.5,160.25,4.34,0.4,188.87
34.29,12.52,0,23.34,121.88,1.11,0.21,229.89
31.61,8.72,0,14.54,185.05,2.67,0.67,236.31
29.79,28.18,0,20.39,172.27,6.21,0.25,284.21
18.76,14.41,0,20.54,116.29,12.71,0.27,243.73
4.88,38.98,1,16.25,223.35,2.86,0.55,297.03
23.9,12.39,1,19.69,69.08,2.69,0.83,227.01
20.21,20.32,0,21.32,169.67,1.56,0.51,240.34
12.04,9.28,1,11.47,223.67,0.97,0.29,214.35
41,8.2,0,12.9,117.38,3.37,0.63,251.31
11.56,9.27,1,21.4,284.54,6.09,0.12,198.11
33.46,34.09,1,22.9,237.26,8.72,0.64,309.78
19.8,4.96,1,18.26,60.33,2.84,0.39,205.38
25.51,4.14,0,15.87,102.45,1.18,0.89,215.66
11.18,23.88,1,20.54,79.27,1.28,0.09,235.9
21,4.14,0,14.51,61.8,0.59,0.63,210.89
21.11,5.58,0,19.74,300.87,3.47,0.4,208.65
23.52,10.24,0,12.42,122.52,4.2,0.57,239.29
25.25,6.88,1,22.97,84.69,3.57,0.25,214.39
24.42,10.22,0,11.81,173.71,4.6,0.7,236.68
22.23,13.56,0,20.53,54.66,11.26,0.58,246.1
14.4,36.67,0,18.63,762.1,7.23,0.3,289.34
8.48,15.5,0,17.63,25.21,6.12,0.39,226.67
41.77,16.36,0,24.03,111.37,5.1,0.25,257.97
16.43,12.33,1,19.74,66.86,3.31,0.66,215.96
7.07,17.41,1,15.4,149.49,7.25,0.97,229.09
22.73,17.06,0,21.19,109.01,8.12,0.78,245.95
56.15,11.18,1,21.95,246.47,0.64,0.57,248.68
25.91,10.42,0,17.69,24.84,2.24,0.3,226.54
18.95,10.09,1,13.26,87.34,5.38,0.24,225.37
18.39,16.18,0,24.26,391.87,5.69,0.45,222.33
23.76,23.3,1,21.56,213.29,5.68,0.59,255.94
15.37,30.72,0,19.19,191.32,3.09,0.42,274.58
7.22,26.79,1,17.43,586.65,3.67,0.79,237.2
6.9,99.57,1,22.32,614.14,4.46,0.64,710.49
16.78,20.4,1,18.32,754.18,2.57,0.53,222
32.41,86.76,1,23.68,891.51,3.81,0.49,608.01
14.17,71.63,0,9.03,528.81,3.26,0.29,503.64
35.88,9.48,1,19.95,100.64,3.27,0.52,232.55
21.3,7.68,0,19.95,141.04,6.89,0.45,221.9
12.88,15.76,1,18.64,203.89,11.26,0.3,228.74
29.45,8.34,0,23.02,248.29,4.79,0.45,218.6
22.51,3.61,1,8.42,150.04,6.78,0.42,226.44
22.02,12.86,1,18.55,151.69,1.86,0.44,220.59
15.04,5.03,1,21.61,54.93,5.4,0.34,196.67
20.9,72.48,1,11.37,433.64,5.8,0.54,524.13
59.17,34.27,1,19.29,547.9,3.35,0.34,328
15.32,6.13,1,19.85,172.19,0.55,0.37,195.94
22.59,5.97,0,24.43,87.77,5.22,0.52,209.22
9.9,10.88,0,17.38,140.82,6.49,0.51,214.1
18.51,11.23,1,15.83,137.55,3.16,0.4,219.81
44.13,50.1,1,19.21,959.37,6.31,0.24,377.89
17.53,5.27,1,18.72,255.93,6.17,0.69,203.44
15.98,69.82,1,26.7,512.67,2.62,0.64,464.85
40.11,15.7,0,15.99,37.59,7.94,0.23,270.45
59.41,24.4,0,14.99,337.13,10.24,0.62,325.98
25.9,4.56,1,23.33,42.99,2.69,0.58,207.18
15.63,10.21,1,22.34,166.31,7.66,0.08,215.16
17.84,60.79,1,9.91,269.73,1.72,0.42,442.65
49.14,33.07,1,19.22,718.18,2.21,0.85,307.41
29.52,6.41,1,16.35,134.3,5.01,0.26,226.31
12.77,30.26,1,16.74,85.17,3.98,0.18,276.95
23.78,35.54,0,19.6,200.38,6.06,0.69,309.7
12.45,64.11,1,13.6,648.72,13.43,0.85,456.05
65.36,8.74,1,18.26,306,6.09,0.43,270.2
13.74,18.17,0,25.85,181.97,4.06,0.32,223.61
35.63,9.99,1,13.53,310.44,3.28,0.47,238.73
21.08,11.27,0,15.14,138.75,9.29,0.32,240.75
20.02,12.61,0,18.16,873.04,8.63,0.22,219.89
22.35,6.95,0,17.36,192.52,1.32,0.51,210.72
28.26,25.03,1,16.11,160.89,6.53,0.3,273.66
15.24,17.15,1,24.64,74.33,5.26,0.18,223.36
23.16,39.15,0,15.41,609.24,1.79,0.43,311.52
33.21,21.71,1,17.08,68.29,5.42,0.48,275.76
29.93,28.44,1,19.66,902.51,0.54,0.18,251.75
20.5,8.22,0,12.32,113.4,1.59,0.57,224.42
12.92,13.7,1,15.6,16.65,2.9,0.71,222.98
15.58,5.11,1,11.16,38.37,5.82,0.89,218.58
22.44,32.21,1,18.85,430.43,0.6,0.28,275.42
25.18,10.14,1,14.23,67.34,3.12,0.62,231.93
14.95,25.37,0,11.13,520.06,4.99,0.69,261.2
22.76,22.74,1,25.93,242.85,0.6,0.3,236.59
32.27,26.04,0,23.59,671.46,1.84,0.33,253.92
16.22,14.13,1,16.24,107.24,5.64,0.52,225.92
10.14,38.65,0,25.44,502.98,4.33,0.74,284.47
14.57,9.65,0,18.31,56.11,4.94,0.79,215.28
34.85,12.19,1,17.29,80.06,3.76,0.55,245.82
8.72,6.89,0,13.67,115.82,2.03,0.5,208.57
21,39.61,0,19.03,394.12,3.8,0.43,315.11
31.9,38.59,1,10.52,411.74,5.7,0.62,337.75
45.54,26.68,1,14.72,845.08,7.91,0.3,290.42
31.38,5.03,0,16.65,272.52,1.56,0.64,220.35
31.8,37,0,14.46,547.33,2.81,0.66,318.85
12.79,6.65,0,20.47,309.76,1.38,0.62,195.1
25.95,15.84,0,16.08,146.51,2.45,0.38,241.7
10.38,13.48,1,15.75,186.89,4.67,0.68,219.35
44.63,33.14,1,18.6,614.13,7.93,0.69,314.57
23.68,12.18,1,21.61,46.04,6.54,0.85,231.62
10.6,6.05,1,13.73,211,4.28,0.95,204.44
52.02,24.08,0,19.95,212.93,4.23,0.54,298.98
37.63,11.35,1,22.45,161.23,2.9,0.47,235.45
21.87,46.31,0,15.82,545.08,0.42,0.58,341.6
21.14,4.5,1,21.89,75.42,2.86,0.89,201.92
28.43,10.13,0,23.83,135.51,4.74,0.81,225.78
21.15,24.61,1,17.88,97.19,5.67,0.72,263.56
9.71,16.68,1,14.61,597.9,5.77,0.4,221.01
13.42,24.13,0,18.66,175.33,3.67,0.38,249.89
11.72,19.34,1,20.23,23.66,2.31,0.31,227.76
51.42,16.61,1,24.37,570.74,4.04,0.41,250.83
23.62,13.93,1,22.8,199.19,13.16,0.43,232.53
16.88,25.53,0,15.25,122.78,2.59,0.95,264.92
23.09,9.26,0,25.33,77.52,4.58,0.74,215.4
76.22,12.8,1,19.34,367.93,7.08,0.54,292.58
11.89,9.11,1,17.14,124.62,1.57,0.1,203.94
14.37,11.88,0,21.25,190.33,3.63,0.93,210.27
19.25,5.34,1,25.87,218.67,3.05,0.46,192.93
13.04,14.48,1,23.91,198.67,5.19,0.77,211.49
33.25,17.34,1,19.89,630.59,0.66,0.73,232.54
11.72,18.99,0,21.2,207.69,3.14,0.39,229.72
16.49,6.07,0,10.76,9.64,4.2,0.37,225.69
22.18,3.56,1,23.11,70.99,5.7,0.84,207.34
23.93,8.12,0,18.24,146.62,9.94,0.48,231.06
30.35,18.94,0,12.57,72.77,3.93,0.74,271.38
10.43,38.9,1,24.74,485.39,2.65,0.73,281.19
37.53,13.25,1,14.14,174.39,0.61,0.45,244.82
14.03,73.18,0,16.16,487.95,4.09,0.68,512.43
42.89,7.86,1,26.47,23.06,3.56,0.54,229.72
35.15,51.97,1,25.52,703.2,1.47,0.62,369.9
40.49,13.63,0,17.73,178.82,7.54,0.61,264.24
36.19,8.84,0,18.95,201.76,3.12,0.45,232.29
23.21,50.41,0,19.68,740.91,3.95,0.62,359.5
22.77,16.95,1,20.87,790.59,5.61,0.25,220.16
14.24,46.21,0,20.74,754.37,1.43,0.25,317.06
29.21,10.67,0,14.88,133.24,4.11,0.3,241.7
68.02,3.89,0,25.09,197.27,1.8,0.78,257.59
9.45,59.05,1,18.89,762.19,4.38,0.77,390.82
16.42,8.95,1,20.18,98.78,5.63,0.57,210.46
24.34,23.06,0,15.63,475.1,0.77,0.5,252.57
22.08,14.02,0,19.74,85.4,4.07,0.48,232.47
39.41,11.62,1,17.61,217.89,1.85,0.39,240.95
26.31,40.87,1,20.28,851.41,1.54,0.22,303
14.98,73.48,1,11.47,589.07,7.64,0.35,519.87
55.31,12.28,1,15.6,159.95,3.19,0.63,271.57
18.65,8.24,0,17.7,234.71,6.24,0.13,216.96
18.59,7.9,0,12.25,145.17,5.36,0.24,226.11
46.32,5.61,1,10.45,130.72,3.77,0.57,252.59
29.08,18.65,0,13.26,405.37,6.99,0.44,258.89
13.53,32.69,1,13.79,85.82,4.47,0.22,288.67
42.56,7.69,0,15.56,237.65,1.77,0.48,241.05
12.53,13.74,1,20.34,223.83,9.49,0.62,218.68
7.52,8.3,0,25.46,46.82,3.47,0.7,191.87
17.79,12.39,1,20.6,148.57,5.72,0.69,220.82
12.55,24.5,1,21.9,158.07,6,0.6,243.21
30.43,17.06,0,18.95,503.85,2.78,0.65,241.25
17.29,6.88,1,15.91,20.84,11.2,0.25,225.63
18.57,32.52,1,16.88,544.23,2.19,0.56,271.34
16.32,26.45,1,18.17,649.18,3.29,0.53,244.99
18.94,3.71,1,14.63,85.87,6.35,0.44,210.71
27.29,8.08,1,21.38,22.6,6.72,0.04,224.26
37.35,16.38,0,20.97,785,3.83,0.32,240.09
12.66,8.79,0,17.16,42.15,7.15,0.15,219.66
25.89,11.21,1,19.31,216.64,3.16,0.51,221.01
13.16,43.25,0,25.2,734.72,10.09,0.33,314.9
34.8,13.43,1,20.99,128.01,0.81,0.11,235.39
25.51,27.14,1,12.75,698.5,2.21,0.61,267.19
51.03,3.77,0,24.7,99.54,2.96,0.93,238.67
14.21,3.85,1,14.56,36.18,6.32,0.08,206.99
27.36,14.4,1,14.78,85.63,5.8,0.21,244.72
14.76,8.65,1,22.46,32.11,7.72,0.19,210.76
9.88,10.64,1,19,139.11,4.42,0.66,206.48
27.79,13.82,1,18.35,9.44,1.85,0.17,230.48
12.9,9.47,1,17.1,251.67,3.63,0.83,205.66
25.96,24.01,0,21.01,94.43,7.39,0.3,275.59
20.02,45.7,0,13.02,524.77,5.79,0.11,354.54
14.6,7.68,1,18.88,114.12,1.13,0.93,202.65
30.39,34.53,1,17.94,651.17,2.61,0.72,289.85
19.18,35.81,0,19.1,122.86,1.32,0.14,299.33
16.15,6.22,1,15.93,66.57,1,0.23,202.77
25.36,11.96,1,18.92,153.21,7.13,0.78,235.96
42.64,23.64,0,17.32,106.28,9.96,0.55,303.81
19.7,29.23,1,25.53,18.91,2.66,0.89,266.9
28.92,8.35,0,13.98,197.53,5.48,0.87,233.53
40.37,3.54,0,16.85,42.24,2.1,0.31,232.28
15,12.54,1,13.74,67.11,1.32,0.63,217.96
55.45,10.94,1,12.73,134.73,2.68,0.71,271.14
22.53,57.4,1,14.88,753.87,2.32,0.55,401.65
8.76,7.24,1,14.84,107.09,3.94,0.19,205.17
16.56,7.17,1,20.78,124.77,6.36,0.8,205.83
28.6,9.15,1,12.88,119.94,2.46,0.86,232.24
27.6,5,0,13.74,88.14,1.88,0.26,227.07
32.85,34.74,0,17.03,407.42,7.55,0.51,317.81
13.15,31.71,1,28.08,502.35,6.11,0.35,249.66
24.1,25.08,0,12.64,467.47,3.94,0.45,270.1
25.88,6.32,1,23.27,199.8,3.06,0.13,204.83
18.8,22.61,1,11.84,99.68,5.56,0.77,265.16
42.27,16,1,13.65,12.29,2.65,0.78,272.36
22.19,49.68,0,16.78,475.1,3.4,0.22,364.99
15.82,11.48,1,18.97,128.36,2.44,0.16,211.97
27.86,35.96,1,16.23,493.55,3.1,0.37,305.04
25.9,12.31,1,18.23,280.16,2.39,0.56,221.38
37.87,45.08,0,22.87,661.81,2.51,0.48,348.73
50.94,49.47,1,18.41,955.48,4.97,0.75,381.05
23.33,9.69,0,24.77,161.21,6.8,0.67,220.63
31.69,13.96,1,16.21,61.3,6.09,0.75,249.93
22.36,41,1,21.46,505.22,5.72,0.95,318.13
18.72,11.89,1,18.45,77.81,4.13,0.77,220.06
32.75,3.66,1,11.11,84.45,2.06,0.18,229.31
28.48,15.56,1,13.87,138.42,2,0.25,245.02
22.53,25.04,0,14.95,220.07,1.68,0.55,267.12
32.64,10.13,0,17.67,67.35,7.86,0.43,248.82
9.97,25.46,1,17.11,55.24,3.43,0.29,251.79
12.21,10.74,1,21.65,297.72,3.08,0.29,198.71
33.15,13.64,1,16.28,224.68,6.72,0.95,246.26
20.67,9.54,1,14.11,218.38,5.12,0.4,220.7
25.31,8.88,1,23.15,117.35,7.46,0.6,222.01
21.59,39.47,0,15.46,400.4,3.86,0.94,322.55
34.66,9.25,1,12.45,17.43,7.16,0.25,249.23
31.81,20.5,0,17.05,198.43,2.49,0.28,260.16
16.78,35.55,0,13.25,724.75,5.58,0.32,290.17
22.62,19.1,1,14.89,262.91,4.42,0.2,248.67
33.21,7.33,0,15.47,117.25,5.4,0.71,238.13
25.21,49.45,1,20.82,229.6,9.16,0.54,379.66
24.21,43.98,0,18.68,114.56,2.99,0.22,348.59
62.52,5.03,0,17.09,159.99,6.25,0.42,271.45
15.61,16.58,1,13.06,222.02,0.95,0.78,230.39
10.11,9.81,1,21.62,236.43,4.4,0.5,196.25
7.39,30.99,1,14.67,409.2,7.42,0.86,270.78
14.48,19.24,0,19.49,99.18,7.97,0.4,242.68
17.45,5.71,0,24.33,27.29,9.69,0.92,214.86
29.31,39.07,1,19.31,437.89,0.96,0.31,315.86
16.74,5.24,1,23.05,138.43,5.52,0.53,199.29
19.56,7.54,0,21.98,68.36,4.29,0.6,213.27
64.42,15.12,1,17.94,96.42,1.39,0.08,285.11
24.52,26.85,0,19.34,32.71,3.43,0.86,274.53
39.3,9.84,0,19.58,42.2,2.64,0.29,238.77
22.44,28.08,0,18.97,337.95,1.69,0.45,264.64
14.45,10.3,0,20.61,195.73,1.66,0.76,205.23
22.77,16.35,0,17.61,84.35,1.1,0.47,239.31
25.97,13.44,0,14.41,181.04,4.83,0.44,244.7
28.16,20.94,1,17.42,103.58,4.53,0.59,258.61
46.07,8.46,1,24,303.66,1.82,0.57,232.06
23.12,14.73,1,25.93,94.22,4.78,0.24,222.61
9.76,8.78,0,10.77,190.57,4.21,0.46,215.14
32.59,33.49,0,18.96,414.89,5.49,0.48,306.27
13.43,12.23,0,13.67,241.22,1.01,0.55,217.02
14.8,11.27,1,17.64,64.25,5.44,0.39,213.16
18.2,10.69,1,19.47,232.05,5.39,0.35,212.96
37.34,7.61,0,18.68,306.19,4.02,0.58,235.74
10.17,17.37,1,18.39,650.19,7.39,0.22,211.76
39.5,19.49,1,14.17,139.09,2.24,0.5,266.09
23.39,17.71,0,19.81,814.52,6.65,0.57,230.39
29.14,13.71,0,15.47,225.55,5.25,0.63,245.42
11.92,17.64,0,20.55,178.78,6.9,0.71,232.86
22.66,22.31,1,24.63,1044.53,7.11,0.49,223.05
30.39,13.63,1,14.11,210.56,5.43,0.72,243.19
18.69,20.91,1,16.22,590.92,8.76,0.84,239.78
9.38,11.85,0,19.06,190.18,2,0.6,204.43
37.61,8.81,1,13.15,57.18,2.51,0.39,245.64
8.87,23.87,0,16.1,41.21,2.94,0.82,252.22
28.42,6.82,1,23.19,108.1,10.36,0.55,223.89
15.42,28.77,1,14.69,714.73,0.6,0.42,250.8
14.47,44.67,0,18.49,82.13,9.14,0.5,356.45
34.38,6.28,0,26.95,147.37,8.06,0.36,226.36
25.35,13.34,1,24.02,93.53,3.23,0.89,226.42
11.74,44,0,19.01,538.97,7.39,0.61,325.99
19.05,8.25,1,20.9,392.36,5.58,0.48,204.63
8.82,5.91,1,18.15,48.8,4.92,0.49,196.91
29.07,77.37,0,11.86,444.85,1.94,0.25,567.01
17.15,37.31,1,17.66,505.79,10.63,0.8,309.12
6.63,51.31,1,18.32,463.78,1.51,0.62,353.52
23.07,16.73,1,26.03,234.96,3.52,0.26,218.19
50.37,6.02,0,22.36,105.85,12.4,0.46,260.59
24.67,8.89,1,21.85,72.54,3.45,0.86,213.37
12.39,3.85,1,12.53,165.12,3.5,0.4,204.01
8.71,13.97,1,17.75,138.71,3.59,0.07,213.28
19.81,12.7,0,19.46,67.56,6.81,0.61,231.79
